时间戳,自垃圾池渗滤液进水流量_平均值,自垃圾池渗滤液进水流量_变化值,自垃圾池渗滤液进水流量_变化率,厌氧进水泵出口1流量_平均值,厌氧进水泵出口1流量_变化值,厌氧进水泵出口1流量_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,调节池PH值_实时值,调节池PH值_HRT平均值,调节池COD_实时值,调节池COD_HRT平均值,调节池氨氮_实时值,调节池氨氮_HRT平均值,调节池COD_输出_t+120min,调节池氨氮_输出_t+120min
2026-05-14 16:00:00,0.0,0.0,0.0,3.1037536226415092,0.037036999999999765,0.012121198236916542,26.56764150943396,0.46999999999999886,0.01806997308727408,76.10754716981134,-3.700000000000003,-0.0465994962216625,5.788571428571428,5.784715241666517,36660.0,38446.30097523997,1989.7142857142856,1563.7681466074596,36660.0,1989.7142857142856
2026-05-14 18:00:00,0.0,0.0,0.0,2.9965131886792444,-0.16296299999999997,-0.05260013401554734,26.04735849056603,-0.48999999999999844,-0.018602885345482097,78.40471698113208,2.4000000000000057,0.03116883116883124,5.788571428571428,5.783373370719397,36660.0,38467.33614765969,1989.7142857142856,1572.319748558563,36660.0,1989.7142857142856
2026-05-14 20:00:00,7.362330650943396,59.246296,0.0,2.841760056603774,-0.1314820000000001,-0.044880070179510755,24.78632075471699,-1.3200000000000003,-0.051907196224931194,84.61886792452829,7.099999999999994,0.08776266996291711,5.788571428571428,5.785213392233828,36660.0,38423.11371831742,1989.7142857142856,1564.4004553723955,36660.0,1989.7142857142856
2026-05-14 22:00:00,15.27985295283019,0.9777759999999986,0.016251124293603873,3.0835466698113203,0.018518000000000256,0.005987855498605946,23.59094339622642,-0.019999999999999574,-0.0008576329331046129,90.88113207547173,0.8000000000000114,0.008733624454148596,5.788571428571428,5.782972173436488,36660.0,38459.03533699883,1989.7142857142856,1577.856941636422,36660.0,1989.7142857142856
2026-05-15 00:00:00,38.72511518867925,-61.835182,-1.0,2.9307077169811326,-0.2444440000000001,-0.08153166554819846,23.058301886792442,-0.3999999999999986,-0.017308524448290723,92.86320754716981,1.0,0.01076426264800861,5.788571428571428,5.785039910056972,36660.0,38415.036115761744,1989.7142857142856,1568.412919628897,36850.0,1992.2857142857144
2026-05-15 02:00:00,0.0,0.0,0.0,2.88057463207547,-0.09444500000000033,-0.03279761636043531,22.64433962264151,0.21999999999999886,0.00977343402932025,94.51509433962265,-1.2999999999999972,-0.01366982124079913,5.811428571428571,5.788224713499443,36850.0,38303.91476250204,1992.2857142857144,1554.867051004349,36850.0,1992.2857142857144
2026-05-15 04:00:00,0.0,0.0,0.0,2.6653812547169817,-0.25,-0.08916775808002556,22.581981132075477,-0.07000000000000028,-0.003091872791519447,94.20094339622639,-0.20000000000000284,-0.0021208907741251627,5.811428571428571,5.7891790612653065,36850.0,38261.790460465,1992.2857142857144,1552.4593601492666,36850.0,1992.2857142857144
2026-05-15 06:00:00,39.92339777358492,60.127777,0.0,2.5823048773584896,-0.1555550000000001,-0.05714265772593129,22.07433962264151,-0.28999999999999915,-0.012929112795363315,95.8990566037736,0.0,0.0,5.811428571428571,5.790177499415571,36850.0,38208.59975570761,1992.2857142857144,1550.1823332195895,36850.0,1992.2857142857144
2026-05-15 08:00:00,8.759988773584906,0.0,0.0,2.6016209999999993,0.024073999999999707,0.009544758550198875,22.57896226415094,1.6499999999999986,0.0747621205256003,94.50566037735844,-3.5,-0.03711558854718982,5.811428571428571,5.794575139611199,36850.0,37914.85567315882,1992.2857142857144,1536.9532413589216,36850.0,1992.2857142857144
2026-05-15 10:00:00,0.0,0.0,0.0,2.6090052924528315,0.029630000000000045,0.011860786470617451,24.844528301886793,0.9499999999999993,0.03951747088186353,88.76698113207547,-0.7000000000000028,-0.007821229050279361,5.811428571428571,5.794947995671176,36850.0,37885.30044260781,1992.2857142857144,1537.3318418504673,36850.0,1992.2857142857144
